"","endtime","up_down","end_fitness","status","B_V","C_V","p_val","mu_M","alpha_1","R_Modifier"
"202",0,"0",0,"Fail",2,0.1,0.001,1,1,1
"203",0,"0",0,"Fail",3,0.1,0.001,1,1,1
"204",0,"0",0,"Fail",4,0.1,0.001,1,1,1
"205",0,"0",0,"Fail",5,0.1,0.001,1,1,1
"206",0,"0",0,"Fail",6,0.1,0.001,1,1,1
"207",0,"0",0,"Fail",7,0.1,0.001,1,1,1
"208",0,"0",0,"Fail",8,0.1,0.001,1,1,1
"209",0,"0",0,"Fail",9,0.1,0.001,1,1,1
"210",0,"0",0,"Fail",10,0.1,0.001,1,1,1
"211",0,"0",0,"Fail",11,0.1,0.001,1,1,1
"212",0,"0",0,"Fail",12,0.1,0.001,1,1,1
"213",0,"0",0,"Fail",13,0.1,0.001,1,1,1
"214",0,"0",0,"Fail",14,0.1,0.001,1,1,1
"215",0,"0",0,"Fail",15,0.1,0.001,1,1,1
"21610",0,"0",0,"Fail",16,0.1,0.001,1,1,1
"21710",0,"0",0,"Fail",17,0.1,0.001,1,1,1
"21810",0,"0",0,"Fail",18,0.1,0.001,1,1,1
"21910",0,"0",0,"Fail",19,0.1,0.001,1,1,1
"22010",0,"0",0,"Fail",20,0.1,0.001,1,1,1
"22110",0,"0",0,"Fail",21,0.1,0.001,1,1,1
"222",0,"0",0,"Fail",22,0.1,0.001,1,1,1
"223",0,"0",0,"Fail",23,0.1,0.001,1,1,1
"224",0,"0",0,"Fail",24,0.1,0.001,1,1,1
"225",0,"0",0,"Fail",25,0.1,0.001,1,1,1
"226",0,"0",0,"Fail",26,0.1,0.001,1,1,1
"227",0,"0",0,"Fail",27,0.1,0.001,1,1,1
"228",0,"0",0,"Fail",28,0.1,0.001,1,1,1
"229",0,"0",0,"Fail",29,0.1,0.001,1,1,1
"230",0,"0",0,"Fail",30,0.1,0.001,1,1,1
"231",0,"0",0,"Fail",31,0.1,0.001,1,1,1
"232",0,"0",0,"Fail",32,0.1,0.001,1,1,1
"233",0,"0",0,"Fail",33,0.1,0.001,1,1,1
"234",0,"0",0,"Fail",34,0.1,0.001,1,1,1
"235",0,"0",0,"Fail",35,0.1,0.001,1,1,1
"236",0,"0",0,"Fail",36,0.1,0.001,1,1,1
"237",0,"0",0,"Fail",37,0.1,0.001,1,1,1
"238",0,"0",0,"Fail",38,0.1,0.001,1,1,1
"239",0,"0",0,"Fail",39,0.1,0.001,1,1,1
"240",0,"0",0,"Fail",40,0.1,0.001,1,1,1
"241",0,"0",0,"Fail",41,0.1,0.001,1,1,1
"242",0,"0",0,"Fail",42,0.1,0.001,1,1,1
"243",0,"0",0,"Fail",43,0.1,0.001,1,1,1
"244",0,"0",0,"Fail",44,0.1,0.001,1,1,1
"245",0,"0",0,"Fail",45,0.1,0.001,1,1,1
